Nama Citra;Luas I;Keliling I;Solidity I;Granularity I;Circularity I;Rerata R I;Rerata G I;Rerata B I;Entropi I;Energi I;Kontras I;Homogenitas I;Luas P;Keliling P;Solidity P;Granularity P;Circularity P;Rerata R P;Rerata G P;Rerata B P;Entropi P;Energi P;Kontras P;Homogenitas P;Luas Normal I P;Keliling Normal I;Eccentricity;LI per LP ;KI per KP;Jenis
8_w_152;25964;2388;0.316476;98.850174;0.057215;62.188297;14.152682;55.170387;1.093069;0.507721;110.035683;0.821873;72996;9879;0.283593;111.429138;0.009399;113.520599;99.942268;110.778778;1.681872;0.226673;987.427307;0.756193;0.283747;1.973554;0.686493;0.355691;0.241725;2
8_w_154;27113;1902;0.325365;104.671761;0.094182;100.388924;16.478373;83.703751;1.768133;0.264961;135.083099;0.69005;34146;3057;0.321253;71.020981;0.045915;26.683403;18.048918;23.261911;0.578415;0.748338;571.045959;0.902065;0.479681;1.997899;0.801031;0.794032;0.622179;2
8_w_162;35543;2148;0.325048;102.489883;0.096804;78.699463;13.526587;67.795128;1.386545;0.390955;91.557526;0.763891;65599;6726;0.294338;101.11985;0.018222;67.572578;55.368084;64.33004;1.138125;0.460046;640.385193;0.832827;0.371249;1.732258;0.864306;0.541822;0.319358;2
8_w_140;43685;4059;0.267717;100.588921;0.03332;64.439087;22.048313;57.59288;1.132466;0.49723;148.138885;0.816216;125719;14595;0.295882;110.304909;0.007417;119.971489;101.648827;117.334129;1.745753;0.197318;884.188354;0.738479;0.291233;2.61871;0.412599;0.347481;0.278109;3
8_w_45;22020;3051;0.290371;77.090485;0.029726;32.687202;4.531053;25.665953;0.657171;0.713329;82.942276;0.902892;116519;13044;0.285485;103.342934;0.008606;139.857346;120.024101;139.752869;2.046858;0.113813;851.793823;0.701504;0.152561;2.007237;0.219957;0.188982;0.233901;4
8_w_47;16204;2676;0.289818;80.765114;0.028435;35.024261;7.446872;29.921701;0.680249;0.702525;113.264275;0.89567;84178;11907;0.291777;104.275803;0.007461;144.339218;120.140335;144.082642;2.056824;0.106774;996.445496;0.691157;0.158397;2.090625;0.631122;0.192497;0.224742;4
8_w_55;17662;2517;0.312458;82.866043;0.035033;38.021767;5.410962;30.89934;0.750026;0.676242;109.118172;0.879929;73554;8589;0.294189;110.872864;0.012529;121.321678;106.365234;120.753304;1.7503;0.193372;887.75238;0.738783;0.174113;1.975667;0.33528;0.240123;0.293049;4
8_w_59;18516;2373;0.226845;86.078171;0.04132;41.702785;8.454822;35.465675;0.798193;0.650149;101.787476;0.873161;70040;10320;0.300975;110.785561;0.008264;115.59481;100.905457;115.839043;1.674611;0.211387;1032.560303;0.767276;0.190337;1.901442;0.151769;0.264363;0.229942;4
8_w_64_4;27584;3171;0.267551;87.892731;0.034473;43.747673;9.426529;36.922241;0.879051;0.636151;151.11058;0.86632;117430;10110;0.290168;106.226669;0.014437;142.414978;124.308479;142.586731;1.932411;0.1195;701.588196;0.710932;0.199342;2.131048;0.372041;0.234897;0.31365;4
8_w_84;25512;2937;0.285628;92.677475;0.037166;53.34597;9.613493;43.632889;1.054598;0.557189;185.796478;0.832787;84985;11019;0.283198;107.854111;0.008796;124.869629;109.953369;125.445641;1.808109;0.166497;987.882324;0.734612;0.249552;2.294531;0.151485;0.300194;0.26654;4
8_w_88;23306;3108;0.265296;87.274651;0.030319;45.257355;6.200981;36.001522;0.895053;0.614427;175.573792;0.865802;81681;8760;0.282335;108.820091;0.013376;113.658623;97.281548;114.741814;1.750005;0.211511;762.284485;0.738012;0.212487;2.343891;0.238384;0.28533;0.354795;4
8_w_92;27345;2961;0.287785;94.894325;0.039193;54.608646;11.272017;46.194153;1.062918;0.557382;177.907318;0.832949;95266;6591;0.318317;107.417587;0.027558;134.998672;116.003784;135.372147;1.886584;0.141487;540.320068;0.724732;0.249733;2.236405;0.414627;0.287038;0.449249;4
8_w_95;23759;2403;0.268846;89.508011;0.051705;47.610085;10.422829;40.793175;0.950611;0.602007;146.374741;0.84945;74892;12573;0.308061;110.536339;0.005953;104.180481;93.649338;103.623405;1.458277;0.26274;1186.40271;0.790092;0.220893;1.831555;0.725769;0.317243;0.191124;4
8_w_100_1;24562;2994;0.285741;93.451157;0.034433;55.002205;9.796843;45.001953;1.08099;0.543176;241.085129;0.82655;82717;6996;0.298673;105.965179;0.021238;130.594025;109.779282;130.075333;1.936998;0.145412;771.217468;0.710822;0.257853;2.42233;0.339589;0.29694;0.427959;4
8_w_115;27353;3273;0.271796;93.168991;0.032087;52.539928;13.460753;43.459015;1.033115;0.569415;177.39624;0.836899;92993;7602;0.307718;108.066315;0.020221;125.545303;108.421036;124.661583;1.75817;0.171273;678.352112;0.742113;0.241566;2.431649;0.219899;0.29414;0.430545;4
8_w_120;23145;3231;0.23012;88.941887;0.027861;46.793518;7.885899;37.907066;0.925268;0.606788;183.38237;0.857165;74949;9564;0.275349;110.117302;0.010297;105.765434;93.622208;105.525246;1.543283;0.25378;942.796692;0.776826;0.21714;2.473966;0.845862;0.30881;0.337829;4
8_w_121;22841;2922;0.289526;91.398544;0.033617;50.721611;10.080198;43.471329;1.018246;0.577;207.969055;0.832621;75642;5328;0.307248;109.127792;0.033485;118.089745;101.0075;117.600616;1.729595;0.1996;668.001343;0.738539;0.235907;2.345104;0.543261;0.301962;0.548423;4
8_w_125;27135;2691;0.237957;83.690666;0.047088;42.557571;9.55976;36.313938;0.889167;0.625323;125.713005;0.860428;111416;7809;0.307193;102.31443;0.02296;133.563538;116.248871;135.363495;1.864744;0.126834;521.766541;0.726719;0.206295;1.848214;0.463518;0.243547;0.344602;4
8_w_128;26924;2784;0.252459;91.568146;0.043653;52.514908;12.105392;44.547619;1.048204;0.559774;165.330338;0.830677;93454;9156;0.293233;105.284668;0.014009;130.065353;115.348267;130.68959;1.814391;0.14532;781.177246;0.745081;0.248083;2.112291;0.281087;0.288099;0.304063;4
8_w_137;27072;3189;0.243885;86.778473;0.033452;46.422775;11.110257;39.23843;0.954744;0.598184;148.177887;0.851109;73835;9288;0.276579;102.94725;0.010755;79.956711;68.8508;80.552696;1.344586;0.365737;788.226196;0.806347;0.223219;2.281116;0.375785;0.366655;0.343346;4
8_w_139;23731;3006;0.281898;96.60656;0.033003;59.630219;12.135232;48.695381;1.166511;0.516171;237.905716;0.812053;70573;7065;0.298199;109.789551;0.017767;118.229843;103.156372;118.443512;1.731435;0.198603;859.083313;0.737245;0.27644;2.564847;0.292085;0.336262;0.425478;4
8_w_148;25087;2625;0.270897;88.799637;0.045751;47.369007;7.200306;38.638294;0.939856;0.599566;159.917511;0.853047;90781;9084;0.295771;107.914032;0.013825;125.379425;109.034966;125.22979;1.788766;0.16883;784.749573;0.732304;0.222231;1.953125;0.502505;0.276346;0.28897;4
8_w_155;25901;2787;0.261602;88.254723;0.041904;44.782776;9.415415;36.509052;0.897409;0.626615;155.011215;0.857807;98974;8994;0.304548;110.058662;0.015375;127.568443;115.71888;127.323242;1.68148;0.172;792.678467;0.766008;0.205153;1.957163;0.385348;0.261695;0.309873;4
8_w_160_1;25499;3297;0.226882;82.492973;0.029478;39.708576;9.633947;34.679409;0.791817;0.653574;114.921616;0.87592;101995;9297;0.299437;106.437744;0.014829;119.145973;102.793304;119.19606;1.772091;0.183141;664.057373;0.748678;0.188303;2.23981;0.381647;0.250002;0.354631;4
8_w_160_2;23468;3078;0.319449;88.938782;0.031128;45.472336;9.76767;38.708153;0.881121;0.621979;137.813034;0.85924;95951;6588;0.315228;106.089935;0.027781;139.82486;119.777504;139.610107;1.921251;0.126056;544.571716;0.716118;0.207542;2.286776;0.297089;0.244583;0.467213;4
8_w_163;24039;2904;0.317787;93.958977;0.035821;55.794506;7.546302;43.650322;1.067973;0.539316;151.812546;0.826831;70833;10308;0.279701;110.428658;0.008377;110.0793;96.610283;110.489281;1.64425;0.229262;1127.308228;0.752163;0.261095;2.392092;0.356597;0.339376;0.281723;4
8_w_166;24770;2031;0.280457;93.190186;0.07546;54.019707;7.182174;42.792915;1.024345;0.554622;98.52919;0.843053;76366;6219;0.302856;110.858849;0.024812;115.305077;98.312927;114.21611;1.646848;0.219765;544.295349;0.760918;0.252261;1.619617;0.345092;0.324359;0.32658;4
8_w_156;32109;2613;0.272639;93.149689;0.059096;54.129063;12.522762;46.380238;1.076898;0.552813;133.49971;0.82573;101912;12990;0.287507;108.050575;0.00759;117.971771;104.006485;117.918808;1.765264;0.192926;983.932617;0.747728;0.253425;1.834972;0.801917;0.315066;0.201155;4
8_w_98;20982;2124;0.248366;84.464371;0.058445;41.501892;4.976963;32.583939;0.79738;0.643823;83.21228;0.880305;87947;6195;0.315521;105.759453;0.028797;133.706924;113.186905;132.62915;1.90671;0.140078;504.926239;0.714313;0.194674;1.616438;0.268542;0.238576;0.342857;5
8_w_123_2;33781;2883;0.292362;105.687355;0.051073;94.724968;11.914963;80.99469;1.653104;0.299786;169.362061;0.708865;62118;8841;0.291457;107.599472;0.009987;82.070694;69.934921;81.302879;1.371167;0.372416;1250.713867;0.781917;0.446272;2.606691;0.576124;0.54382;0.326094;5
9_w_12_2;24010;6672;0.255926;88.194328;0.006778;50.747322;4.929862;31.903339;1.008578;0.549934;146.962936;0.834759;58123;9228;0.292112;94.003746;0.008577;69.99276;33.152031;53.400204;1.509147;0.388602;542.656006;0.745993;0.249149;5.371981;0.253174;0.413089;0.723017;1
9_w_63;11275;2421;0.30971;64.045029;0.024173;21.544815;0.829778;13.077628;0.430585;0.801179;42.470554;0.94111;61474;7668;0.307544;104.039154;0.013138;94.605354;40.614037;70.148834;1.841149;0.285424;429.857391;0.685815;0.101833;1.817568;0.585506;0.183411;0.315728;1
9_w_4;27276;1626;0.327982;100.969139;0.129643;109.971596;7.407519;74.708755;1.798401;0.203705;110.398727;0.700885;31890;3267;0.321245;62.215828;0.037546;19.800068;14.122411;18.228039;0.486603;0.801593;590.206665;0.915188;0.543704;1.814732;0.742446;0.855315;0.497704;2
9_w_5;25696;1605;0.327973;92.778648;0.12535;66.347069;3.492349;37.892151;1.147697;0.432978;66.727966;0.842055;46564;5568;0.311155;95.948402;0.018874;59.050308;46.948597;47.408348;1.096015;0.510095;662.107544;0.834664;0.338953;1.456443;0.847845;0.551843;0.288254;2
9_w_10;24475;1581;0.327027;100.689095;0.123046;80.399712;7.30503;57.225681;1.449493;0.366598;104.680794;0.76858;38643;4341;0.296367;91.086441;0.025769;49.14249;38.479427;39.4967;0.949818;0.582195;719.016479;0.850256;0.390052;1.577844;0.621296;0.633362;0.364202;2
9_w_17;24572;1605;0.320674;99.094986;0.119867;84.380997;6.855906;56.200783;1.479322;0.329429;101.86248;0.770575;35495;4974;0.307652;83.268761;0.018029;39.759304;31.607973;35.036415;0.828354;0.64059;778.277405;0.875466;0.421461;1.661491;0.850638;0.692267;0.322678;2
9_w_30;26897;1710;0.320031;99.053436;0.11559;78.65535;6.77046;54.76366;1.359384;0.370597;93.582642;0.793899;47897;10758;0.281656;102.588989;0.005201;66.422768;58.955021;60.014275;1.227584;0.460586;1605.880981;0.81701;0.387397;1.622391;0.650074;0.561559;0.158951;2
9_w_36;17017;1293;0.328317;99.627304;0.127907;100.954369;3.564129;48.349957;1.589912;0.236638;96.811363;0.77436;20560;1872;0.321768;68.20018;0.073726;23.415909;17.449707;17.665701;0.543866;0.780938;593.844604;0.911697;0.508517;1.766393;0.698542;0.827675;0.690705;2
9_w_37;19954;1440;0.322223;100.394218;0.120925;79.162994;5.208703;47.193943;1.338399;0.374498;85.104774;0.802523;30163;4536;0.301832;88.142029;0.018422;43.343502;35.926788;36.737179;0.874561;0.625073;925.524231;0.870044;0.384034;1.578947;0.469224;0.661539;0.31746;2
9_w_39;25330;1575;0.330088;101.810776;0.128317;78.764099;3.328536;49.325886;1.250177;0.386413;81.679428;0.822123;40360;8814;0.293901;94.032501;0.006529;49.891022;42.998978;44.788986;0.949304;0.580639;1365.822021;0.862782;0.375059;1.514423;0.992366;0.627602;0.178693;2
9_w_41;21140;1461;0.329962;102.007019;0.124456;85.589165;3.860092;48.641769;1.371223;0.339137;86.474731;0.805381;31785;5079;0.307306;91.045929;0.015484;46.393814;38.488819;39.658867;0.901259;0.605617;1029.581421;0.860753;0.414007;1.612583;0.58955;0.665094;0.287655;2
9_w_42;20157;1410;0.329702;104.610794;0.127408;89.410728;3.633394;54.920311;1.364848;0.328326;106.706329;0.805792;28759;3615;0.315911;86.789497;0.027655;40.478569;33.107746;34.484463;0.811226;0.650659;990.229675;0.877887;0.422703;1.613272;0.775584;0.700894;0.390042;2
9_w_44_1;17258;1332;0.325893;99.649353;0.122234;76.508461;4.580559;42.576057;1.272533;0.389421;87.618477;0.810779;24700;2865;0.297964;79.629509;0.037814;34.692944;25.414984;28.677139;0.733013;0.690224;574.978455;0.883866;0.371635;1.545244;0.603763;0.698704;0.464921;2
9_w_47;26516;1608;0.328563;101.174004;0.128868;81.159462;4.420764;53.185574;1.361179;0.364426;105.977669;0.797601;39129;5862;0.288345;86.00296;0.014309;41.078613;33.005444;35.415661;0.828664;0.641072;870.458679;0.87862;0.392272;1.546154;0.642122;0.677656;0.274309;2
9_w_52;29291;1692;0.329731;101.763481;0.128571;84.924759;3.397023;53.143448;1.355013;0.342671;79.735703;0.809225;51006;6777;0.277579;98.919914;0.013956;64.85421;52.470341;60.189751;1.184597;0.466821;866.208496;0.828798;0.411246;1.58427;0.853339;0.574266;0.249668;2
9_w_74;27907;1746;0.327801;81.674515;0.115036;71.081841;4.451065;42.417255;1.406354;0.317643;62.017097;0.793243;35833;5196;0.296717;59.323353;0.016678;21.913191;16.11376;19.556414;0.565926;0.748906;492.311035;0.910736;0.432989;1.718504;0.51857;0.778807;0.336028;2
9_w_78;28449;1941;0.327814;84.845734;0.094891;57.320103;6.225958;40.90559;1.180791;0.465706;66.15641;0.815662;54544;11001;0.290883;88.630127;0.005664;55.971344;49.935993;51.864819;1.112611;0.487328;959.219238;0.837159;0.314173;1.612126;0.734143;0.521579;0.176439;2
9_w_85;24317;1782;0.325046;81.233261;0.096229;62.422291;4.304452;38.702965;1.307199;0.388412;52.194878;0.797925;30150;2814;0.319129;52.106926;0.047846;16.310459;8.345775;12.999387;0.435298;0.813459;261.709045;0.92767;0.372572;1.74364;0.917421;0.806534;0.633262;2
9_w_3;38761;2904;0.299651;95.961555;0.057758;65.813011;13.114194;49.487343;1.269829;0.457457;92.048279;0.790725;85209;8004;0.305991;102.243477;0.016714;80.267128;68.801903;72.457481;1.395854;0.369903;613.959045;0.802488;0.320233;2.086207;0.59005;0.454893;0.362819;3
9_w_7;42450;2313;0.326225;94.366592;0.099709;62.92268;7.476093;46.584877;1.192979;0.47497;72.17379;0.809337;99266;8154;0.321259;106.944214;0.018762;89.442955;73.793907;79.011185;1.464269;0.336458;602.546448;0.775303;0.308189;1.556528;0.749869;0.427639;0.283664;3
9_w_18;40460;2058;0.32571;96.06031;0.120045;61.232738;7.996497;45.979225;1.139019;0.501587;70.261093;0.819836;93787;8307;0.307422;108.25779;0.017079;84.924202;77.618843;75.359642;1.256113;0.373543;597.693665;0.837686;0.289269;1.373832;0.650303;0.431403;0.247743;3
9_w_55;37085;2739;0.282268;97.114159;0.062119;63.79385;6.784978;46.624821;1.167834;0.482915;95.908218;0.820248;90569;12390;0.279392;109.445694;0.007414;95.525253;84.315498;90.025505;1.456882;0.305872;1017.223083;0.794907;0.301877;1.953638;0.223434;0.409467;0.221065;3
9_w_71_1;36287;3021;0.287766;83.376289;0.049964;52.768501;12.660885;42.410046;1.075675;0.504732;75.537071;0.829969;87728;16011;0.246457;91.85997;0.0043;74.740395;67.348801;70.785675;1.433669;0.336336;916.315857;0.797407;0.28634;2.121489;0.594716;0.413631;0.188683;3
9_w_79;40228;3180;0.282302;72.107124;0.04999;37.299435;8.389223;30.008896;0.849852;0.616327;48.832161;0.875701;139839;16887;0.273763;93.482124;0.006162;97.511909;88.821907;90.208138;1.755811;0.212542;609.816467;0.759663;0.212896;1.817143;0.215094;0.287674;0.188311;3
9_w_1;21515;2598;0.255083;80.744713;0.040056;47.013496;3.880965;26.585562;0.973038;0.550543;79.115662;0.854586;54356;8220;0.295463;100.300636;0.010109;79.140373;70.959663;75.05555;1.342995;0.359707;841.60376;0.807064;0.254071;2.231959;0.565711;0.395816;0.316058;4
9_w_6;20398;2631;0.279417;79.908485;0.03703;44.91573;3.280914;20.004478;0.906992;0.570097;77.319221;0.869621;56778;5559;0.318394;101.54409;0.023089;86.738213;69.804573;81.592155;1.633354;0.313583;610.480286;0.743009;0.240983;2.260309;0.158294;0.359259;0.473287;4
9_w_8;19793;2619;0.236509;78.934692;0.036262;40.206207;3.098875;22.555634;0.829041;0.623414;87.266151;0.87954;64154;10308;0.282683;105.264931;0.007587;97.052917;85.450043;91.804359;1.585125;0.274713;996.615295;0.764267;0.206633;2.115509;0.5502;0.308523;0.254075;4
9_w_11;15303;1956;0.256874;89.50544;0.050263;62.130966;4.965452;26.425406;1.192835;0.445749;121.000389;0.823498;30162;2448;0.325794;95.875671;0.063248;64.338127;51.245758;60.257778;1.291887;0.451006;620.864868;0.795123;0.326151;2.253456;0.35646;0.50736;0.79902;4
9_w_13_1;21809;3126;0.233144;86.557114;0.028046;50.172577;3.949246;22.497709;0.980264;0.551618;109.799217;0.858882;49083;7065;0.288635;99.382103;0.012357;66.813675;56.103859;62.647751;1.262906;0.451104;835.788025;0.808324;0.252314;2.626891;0.339859;0.444329;0.442463;4
9_w_13_2;16887;1974;0.266462;94.129997;0.054459;65.837807;5.443108;33.45742;1.237517;0.442301;119.31311;0.813939;35757;3276;0.314726;104.289307;0.041868;78.705246;65.816299;73.223686;1.378335;0.386402;654.96582;0.790773;0.329245;2.178808;0.326773;0.472271;0.602564;4
9_w_16;21797;3060;0.235006;85.334564;0.029253;49.020184;4.335069;25.19228;0.982744;0.556982;107.781242;0.852687;56018;8295;0.297881;104.2145;0.010231;82.749931;72.240723;78.201447;1.442653;0.354162;965.656433;0.778803;0.24885;2.58446;0.245771;0.389107;0.368897;4
9_w_19;17311;2025;0.27279;82.509155;0.05305;48.916718;2.655918;22.391394;0.954265;0.539999;81.930504;0.872299;43034;4260;0.318141;101.084663;0.029799;79.604095;68.043121;75.249168;1.385154;0.361099;675.799011;0.789369;0.261085;1.966019;0.494151;0.402263;0.475352;4
9_w_20;15526;2259;0.273393;85.007286;0.038233;52.732906;4.154428;23.881355;1.076943;0.510864;127.525421;0.834122;36977;2742;0.325723;99.616287;0.061803;77.967896;63.123993;73.435959;1.477942;0.363519;599.634338;0.762832;0.278763;2.393008;0.133842;0.419883;0.823851;4
9_w_21;24492;2688;0.257385;83.494583;0.042597;45.581558;2.882296;22.949158;0.867228;0.587612;76.330879;0.88236;68916;9699;0.300815;104.332329;0.009206;87.45047;76.964783;83.185921;1.456179;0.326324;843.356079;0.787593;0.230127;2.04878;0.334329;0.355389;0.277142;4
9_w_22;19378;2565;0.221696;83.520844;0.037012;42.43;3.865357;22.046324;0.827634;0.625575;82.112823;0.881562;59259;10566;0.270723;107.33213;0.00667;91.00174;80.757698;87.421974;1.486973;0.318537;1025.336792;0.783833;0.205604;2.088762;0.628671;0.327005;0.24276;4
9_w_23;16553;2169;0.244047;84.638794;0.044215;46.44207;2.714386;23.294102;0.880504;0.582975;100.192902;0.875124;45759;7464;0.297997;107.137817;0.010322;88.824646;79.772995;84.511177;1.430329;0.332089;1055.917114;0.790535;0.232209;2.030899;0.895643;0.361743;0.290595;4
9_w_24;23220;3027;0.250048;78.491653;0.031845;37.621037;2.51142;21.05451;0.746139;0.654781;84.545395;0.89364;89763;12642;0.307718;107.795685;0.007058;115.603157;103.874191;110.164917;1.74425;0.203411;1006.244385;0.74906;0.187403;2.149858;0.137958;0.258681;0.23944;4
9_w_25;23320;2691;0.231054;82.639763;0.040468;41.103935;2.412408;21.48428;0.767334;0.636796;79.995796;0.894801;83792;15240;0.272484;110.97982;0.004534;113.74984;102.759827;109.449654;1.704149;0.221958;1289.995117;0.748597;0.198817;1.964234;0.644652;0.278308;0.176575;4
9_w_26;17580;2697;0.259683;84.359322;0.030372;44.393917;3.924683;19.555044;0.860526;0.605713;100.126961;0.875088;50046;5232;0.317402;108.326065;0.022974;87.65641;75.149315;82.740822;1.482138;0.345009;743.359741;0.773351;0.217311;2.369947;0.136436;0.351277;0.515482;4
9_w_27;19728;3021;0.268299;85.374809;0.027164;44.130669;4.315146;22.433954;0.881688;0.61447;118.993668;0.869422;58181;9498;0.297782;110.182159;0.008105;91.477859;81.267906;86.736092;1.468578;0.328185;1201.422241;0.784584;0.211384;2.472177;0.143901;0.33908;0.318067;4
9_w_28;17659;2586;0.270114;85.011223;0.033183;43.903488;3.632819;23.428322;0.863843;0.614518;129.685944;0.869441;45375;10800;0.264003;104.732521;0.004889;73.358009;66.281296;69.331696;1.238348;0.423576;1447.449707;0.819944;0.211083;2.22931;0.08625;0.389179;0.239444;4
9_w_29;20849;2847;0.263895;83.234558;0.032324;41.76812;4.533046;24.195013;0.841918;0.631406;94.51371;0.875721;68127;9801;0.309202;111.386703;0.008912;101.852303;91.16703;96.036972;1.540758;0.282018;1038.3125;0.776468;0.201748;2.213841;0.153416;0.306031;0.290481;4
9_w_31;18396;2718;0.241123;89.864136;0.031292;51.05695;4.450821;24.846075;0.959686;0.563641;116.929825;0.864216;48271;5514;0.312288;109.595688;0.019951;87.939529;75.771935;83.353661;1.441549;0.349753;856.257996;0.780973;0.244546;2.470909;0.949373;0.381098;0.492927;4
9_w_33;20633;2346;0.240385;84.151886;0.04711;44.733715;2.533484;21.003771;0.838537;0.601225;85.595894;0.886434;59560;6858;0.308444;110.051338;0.015914;92.604286;82.807281;87.554718;1.415504;0.326733;872.987366;0.798305;0.22108;1.919804;0.351385;0.346424;0.342082;4
9_w_34;26177;3369;0.263902;87.22863;0.028982;47.290718;3.219542;23.286011;0.888347;0.590527;94.138618;0.87239;68828;8589;0.302191;107.013092;0.011724;81.496918;71.167656;77.184174;1.355468;0.382451;806.324219;0.802365;0.2278;2.484513;0.440259;0.380325;0.392246;4
9_w_35;22531;1962;0.275922;84.142235;0.073552;45.148277;2.578344;22.63554;0.846631;0.597532;61.563839;0.885966;67274;8535;0.307892;110.272125;0.011605;98.181183;88.022812;92.186394;1.492724;0.296411;903.38092;0.784542;0.224234;1.547319;0.243833;0.334914;0.229877;4
9_w_38_1;19374;2475;0.240333;88.509117;0.039745;46.834114;2.904576;25.626888;0.87891;0.603833;95.214317;0.873377;63004;9057;0.28135;110.646507;0.009652;108.374832;96.142487;103.150124;1.666904;0.244604;1004.257568;0.765226;0.219123;2.079832;0.469114;0.307504;0.273269;4
9_w_38_2;21354;2361;0.25476;89.965752;0.048139;49.57814;4.275835;30.394136;0.947236;0.582352;89.810394;0.857522;58003;5934;0.315277;110.377762;0.0207;89.710724;80.222305;85.259155;1.345074;0.347138;799.039795;0.810855;0.233367;1.95124;0.259991;0.368153;0.397877;4
9_w_38_3;17118;1920;0.265383;89.966827;0.058353;53.552204;3.214308;25.240641;0.993306;0.537907;94.279922;0.854014;38717;4065;0.312229;103.120285;0.029444;71.803955;59.847214;67.452141;1.306015;0.433532;730.872009;0.799899;0.262224;1.875;0.31911;0.442131;0.472325;4
9_w_40;23160;2790;0.284755;87.480507;0.037389;48.578949;2.96802;20.780441;0.872075;0.577752;78.785149;0.882211;74031;14274;0.274445;111.494034;0.004566;115.121826;103.650299;108.5952;1.78807;0.216452;1417.388794;0.739795;0.236401;2.228435;0.298626;0.312842;0.19546;4
9_w_43;22331;2313;0.293949;87.849266;0.052453;52.154945;3.60744;28.812922;1.001792;0.540264;86.799088;0.852723;64778;7212;0.309466;110.125496;0.01565;108.678261;95.379532;103.036499;1.678452;0.243371;826.479492;0.75052;0.261414;1.976923;0.754888;0.344731;0.320715;4
9_w_44_2;16738;2178;0.247805;90.486496;0.04434;54.338303;4.231555;23.628269;1.012814;0.532148;107.698723;0.850887;41017;2892;0.324196;107.209953;0.061628;83.836922;69.239288;78.895462;1.44689;0.365597;601.441162;0.774935;0.265683;2.169323;0.605748;0.408075;0.753112;4
9_w_44_3;16198;2391;0.271446;80.760239;0.035605;45.145424;4.034077;20.932644;0.940262;0.572428;90.424637;0.860583;43035;3108;0.322802;103.680115;0.055985;82.929489;67.872719;76.326385;1.471699;0.353506;547.204773;0.770716;0.238951;2.294626;0.160025;0.376391;0.769305;4
9_w_45;18395;2217;0.290587;89.914436;0.04703;49.745098;3.397327;24.264017;0.910681;0.579298;99.348289;0.868266;52366;4689;0.320211;111.911636;0.029929;97.133461;84.059067;92.178703;1.516427;0.308965;776.816833;0.769154;0.234822;1.979464;0.561969;0.351278;0.472809;4
9_w_53;17570;2394;0.249517;88.687653;0.038524;47.717518;3.764779;21.194834;0.880151;0.594026;102.679123;0.875076;48483;8802;0.288956;109.799438;0.007864;87.678986;75.993767;84.142273;1.506415;0.347932;1239.391113;0.768753;0.224916;2.141324;0.533871;0.362395;0.271984;4
9_w_54;19793;2577;0.280084;76.814301;0.037454;33.37204;2.233453;17.037241;0.654565;0.702466;73.199181;0.908751;73922;11169;0.292951;112.498505;0.007447;98.146614;89.451286;95.184418;1.42424;0.306207;1017.866028;0.796594;0.159165;1.819915;0.208401;0.267755;0.230728;4
9_w_56;17446;2109;0.26038;85.611183;0.049289;45.432373;3.521439;24.255392;0.887072;0.601734;96.657898;0.868425;54360;4818;0.321362;110.785034;0.029428;102.415565;88.445381;98.823387;1.597396;0.274055;739.010864;0.767319;0.220278;1.873002;0.347537;0.320935;0.437734;4
9_w_57_2;18372;2370;0.258124;91.097084;0.041103;53.278622;4.427672;28.481789;1.020275;0.547165;115.876938;0.842371;40626;3471;0.324966;102.336708;0.042375;67.531776;57.101173;64.953651;1.203803;0.462887;656.305115;0.820101;0.255394;2.206704;0.651451;0.452223;0.6828;4
9_w_57_3;18111;2457;0.25356;88.559677;0.0377;49.402279;3.373493;23.687258;0.935579;0.573882;112.046898;0.857092;35497;4620;0.307086;94.110428;0.020899;50.338654;43.676491;48.815159;0.944615;0.577654;815.624268;0.859175;0.237846;2.221519;0.722228;0.510212;0.531818;4
9_w_57_4;17599;2169;0.289953;93.292404;0.047009;58.398365;4.985077;33.218864;1.112051;0.507033;126.226532;0.828311;32937;3528;0.30939;93.003021;0.033253;52.297119;40.287235;49.82502;1.080053;0.550613;786.544434;0.829178;0.282388;2.156064;0.312503;0.534323;0.614796;4
9_w_58;20183;2814;0.273582;82.155899;0.032029;41.863369;2.499478;19.803997;0.799736;0.623372;91.83847;0.89072;61546;7431;0.306689;108.497734;0.014006;91.923965;79.987938;88.967514;1.481294;0.320803;748.490662;0.782826;0.206717;2.2512;0.744389;0.327934;0.378684;4
9_w_59_2;18254;2277;0.285987;89.680809;0.044243;51.760921;4.751015;27.861967;1.001611;0.554717;113.909225;0.853142;45408;6555;0.305174;106.447334;0.01328;80.939774;70.583748;77.844872;1.39969;0.376913;1000.312256;0.797009;0.250412;2.108333;0.179475;0.402;0.347368;4
9_w_60;16676;2346;0.238713;87.936752;0.038076;48.882645;3.99966;25.331522;0.942094;0.575356;120.973061;0.862944;39029;4416;0.306434;102.643967;0.02515;68.879677;58.468941;66.872444;1.244403;0.452154;721.272034;0.819501;0.236613;2.209039;0.62651;0.427272;0.53125;4
9_w_61;20202;2571;0.279593;85.194191;0.038406;45.955299;4.705438;25.700605;0.914225;0.592833;106.501823;0.865898;52838;8727;0.294457;105.908104;0.008718;79.1539;70.494606;77.186043;1.349124;0.385679;1094.115723;0.803224;0.225981;2.149666;0.350473;0.382338;0.294603;4
