Nama Citra,Luas I,Keliling I,Solidity I,Granularity I,Circularity I,Rerata R I,Rerata G I,Rerata B I,Entropi I,Energi I,Kontras I,Homogenitas I,Luas P,Keliling P,Solidity P,Granularity P,Circularity P,Rerata R P,Rerata G P,Rerata B P,Entropi P,Energi P,Kontras P,Homogenitas P,Luas Normal I P,Keliling Normal I,Eccentricity,LI per LP ,KI per KP,Jenis
3_g_16,18416,2967,0.277592,57.312981,0.026289,31.682159,0.931682,12.473722,0.827075,0.573167,24.501373,0.880855,53156,6147,0.299009,84.272453,0.017678,74.638947,52.690311,67.765541,1.766953,0.287956,495.146606,0.699318,0.237565,2.653846,0.343718,0.346452,0.482674,3
3_g_16_1,17316,2598,0.244587,60.976215,0.032239,36.380749,2.551141,15.685071,0.97442,0.529518,41.137585,0.835896,39857,6003,0.304076,81.449814,0.013899,58.074844,41.338169,53.010361,1.458759,0.405291,563.839233,0.754717,0.266171,2.507722,0.660527,0.434453,0.432784,3
3_g_17,19407,2823,0.259071,61.635262,0.030602,39.40884,1.815792,15.716274,1.013803,0.491821,38.964458,0.844945,43521,4047,0.31537,79.915474,0.033392,58.95789,34.745762,53.293739,1.483689,0.38848,319.948486,0.744034,0.292715,2.740777,0.555079,0.445923,0.697554,3
3_g_22,24364,3978,0.240333,79.452324,0.019348,48.355328,1.636708,24.934227,0.994299,0.521603,82.51207,0.853715,63324,6111,0.310056,102.098679,0.021309,88.575554,51.060665,80.854111,1.739219,0.304276,572.133179,0.691707,0.271744,3.320534,0.567877,0.384751,0.650957,3
3_g_23,18585,2769,0.242523,79.478889,0.03046,47.359898,1.953876,20.420776,0.961841,0.534012,70.913795,0.857875,50276,3732,0.320317,104.681824,0.045361,93.129051,54.573547,84.890312,1.83464,0.291038,463.509338,0.684261,0.263677,2.607345,0.794065,0.369659,0.741961,3
3_g_24,17239,3135,0.279084,77.73568,0.022042,46.775791,2.1829,19.350489,0.979415,0.527311,68.888123,0.847102,47183,3600,0.324791,103.32975,0.04575,94.163139,61.664558,86.893105,1.864655,0.273231,526.457275,0.678377,0.267408,3.08563,0.222997,0.365365,0.870833,3
3_g_25,20685,3384,0.24662,77.263443,0.022699,44.683613,2.785393,22.283344,0.980995,0.550815,62.797337,0.837237,49927,7362,0.291971,99.110466,0.011576,72.954277,58.357853,67.37513,1.452823,0.393399,881.17334,0.762309,0.25241,2.95288,0.112691,0.414305,0.459658,3
3_g_26,20574,3153,0.256681,76.543564,0.026006,42.512089,2.076251,17.956326,0.888053,0.573713,52.042366,0.865978,52668,7809,0.289388,100.29879,0.010853,76.091881,61.920151,69.565498,1.484193,0.377245,886.242554,0.760085,0.237334,2.67657,0.300271,0.390636,0.403765,3
3_g_30,15141,3009,0.28498,70.692848,0.021015,45.370899,3.052227,19.293589,1.065635,0.487413,65.36544,0.826082,38727,3144,0.317783,93.518166,0.049233,83.516113,54.867271,77.205933,1.88483,0.277329,519.543335,0.682474,0.294406,3.313877,0.278597,0.390968,0.957061,3
3_g_30_1,16835,3126,0.303137,65.081474,0.021649,36.205551,2.4174,17.066179,0.908089,0.569658,58.652203,0.850361,48923,5292,0.311548,93.201981,0.021952,82.957024,61.068451,77.206413,1.806119,0.280718,587.171753,0.693927,0.23893,2.943503,0.446502,0.344112,0.590703,3
3_g_31,16665,2739,0.262859,72.879288,0.027915,50.081726,3.051082,19.908937,1.14212,0.447265,64.617424,0.813264,38776,2685,0.32681,92.195145,0.06759,77.592392,51.111752,71.248383,1.783194,0.311504,401.66864,0.696282,0.323435,3.01652,0.303015,0.429776,1.020112,3
3_g_33,22353,3672,0.248524,71.585449,0.020832,42.523621,2.351352,19.525032,0.980342,0.534126,85.023087,0.852837,63285,4911,0.307261,95.265915,0.032974,89.86528,58.095268,83.898384,1.895516,0.256664,465.220398,0.669906,0.263134,3.133106,0.759736,0.353212,0.747709,3
3_g_35,21174,3204,0.249408,73.621231,0.02592,46.722729,2.624259,19.226757,1.042188,0.49678,67.232254,0.840837,49844,5754,0.307457,92.46199,0.018918,72.07634,53.020233,68.736557,1.593867,0.352811,601.112427,0.728763,0.289065,2.950276,0.337753,0.424805,0.55683,3
3_g_36,23461,4092,0.300875,68.690529,0.017607,37.868702,2.745715,17.789673,0.908052,0.57665,74.38752,0.859722,70048,6051,0.316485,94.553421,0.024041,85.971474,59.531269,81.070076,1.840169,0.27104,477.218567,0.68242,0.235021,3.206897,0.339499,0.334927,0.676252,3
3_g_51,24370,4203,0.301199,68.319313,0.017336,38.068295,2.360962,18.756502,0.908868,0.57075,74.983345,0.863872,70715,6762,0.312365,93.3274,0.019434,83.266228,57.828091,78.56498,1.782445,0.284026,503.024414,0.692604,0.238851,3.268274,0.34565,0.344623,0.621562,3
3_g_52,15976,2472,0.268983,71.262268,0.032853,43.060921,3.617968,20.314587,1.032773,0.52347,67.230675,0.827915,36883,6096,0.292876,93.133537,0.012472,67.817017,51.595558,64.035973,1.444614,0.395734,782.930359,0.759434,0.270803,2.512195,0.195815,0.433153,0.405512,3
3_g_61,17234,2286,0.273503,69.403328,0.041442,41.430462,2.667745,16.471283,0.977928,0.53188,53.416431,0.845814,40391,4338,0.302922,93.235985,0.026972,67.826454,50.322594,63.718166,1.440951,0.39791,532.475525,0.760069,0.265576,2.223735,0.299154,0.426679,0.526971,3
3_g_61_1,18891,2919,0.225416,67.891251,0.027861,43.625607,3.579777,20.626705,1.10372,0.486807,77.852287,0.820035,41126,3183,0.321468,89.145515,0.05101,62.851799,40.478348,59.909607,1.432682,0.4099,349.735596,0.760473,0.296199,2.867387,0.314219,0.459344,0.917059,3
3_g_62,21696,3321,0.244622,74.921539,0.02472,45.753464,2.900479,20.075819,1.010001,0.519712,70.810715,0.845032,51186,6675,0.298433,93.902069,0.014436,70.225426,48.504284,65.753998,1.565653,0.37715,639.487122,0.734453,0.273387,2.933746,0.33785,0.423866,0.497528,3
3_g_70,19320,3180,0.216216,73.181404,0.024008,48.606197,3.064636,19.679775,1.096418,0.46992,72.249329,0.830303,43842,3462,0.318923,91.939362,0.045967,71.33448,48.307308,68.098633,1.598758,0.356276,408.161163,0.729216,0.308488,3.111546,0.420321,0.440673,0.918544,3
3_g_78,24021,4092,0.235757,79.656387,0.018027,55.073135,3.575198,27.570572,1.223398,0.444691,108.966194,0.806961,51131,3636,0.324006,93.441093,0.048601,69.189835,44.544483,66.445709,1.549898,0.383319,499.894928,0.735779,0.325876,3.767956,0.728917,0.469793,1.125413,3
3_g_80,16063,2445,0.302522,70.286957,0.033766,42.807522,4.154315,22.689207,1.047578,0.519909,67.215706,0.830698,38937,4134,0.31376,94.848854,0.028631,74.841515,55.205761,70.997375,1.541039,0.35714,547.593445,0.74763,0.273534,2.5,0.209627,0.412538,0.591437,3
3_g_81,17341,2754,0.246171,67.55571,0.028731,39.361336,1.738001,14.911896,0.898928,0.546526,56.392399,0.867365,9503,8256,0.149411,64.722046,0.001752,24.597229,14.981987,25.87394,0.673005,0.714925,562.888611,0.890465,0.255616,2.588346,0.24101,1.824792,0.333576,3
3_g_82,16671,2898,0.222886,69.477135,0.024944,40.323296,2.678902,19.375683,0.943748,0.546871,58.633572,0.852043,40812,6147,0.296681,93.545845,0.013573,70.262939,50.601963,65.780548,1.537599,0.377667,779.300781,0.746103,0.254542,2.813592,0.469515,0.408483,0.471449,3
3_g_84,17388,2616,0.235792,68.826691,0.031929,40.249603,1.966774,17.067518,0.937142,0.543592,51.628593,0.858353,46665,4575,0.313552,94.950714,0.028017,81.312134,54.981663,76.152901,1.740489,0.308217,458.857056,0.706337,0.257573,2.458647,0.283862,0.372613,0.571803,3
3_g_85,14782,2310,0.25417,70.249245,0.034811,43.708797,1.809303,16.894215,0.977856,0.508085,47.489967,0.848269,35863,4296,0.312532,94.100334,0.024419,75.218452,54.945038,72.046402,1.628195,0.340807,628.137878,0.727047,0.281803,2.489224,0.815088,0.41218,0.537709,3
4_g_6,28775,4677,0.263594,74.414322,0.016531,42.006744,3.103453,24.986177,0.938716,0.565537,72.952103,0.854358,72853,7809,0.295322,88.74501,0.015013,69.449593,37.891468,57.126686,1.528278,0.368172,378.124847,0.737473,0.242831,3.394049,0.15909,0.394973,0.598924,0
4_g_8,17273,1467,0.329612,78.016441,0.10086,66.270866,4.411445,32.781483,1.442515,0.324045,85.477562,0.758756,22679,1818,0.324338,65.566841,0.086228,25.432457,17.579933,22.76845,0.648787,0.734999,442.774994,0.89232,0.425485,1.820099,0.916971,0.76163,0.806931,1
4_g_18,27862,1848,0.32421,80.38623,0.102522,80.47921,3.370245,42.608807,1.586017,0.239321,93.366852,0.762734,38363,2622,0.31807,77.475121,0.070122,37.338036,24.871899,32.853676,0.861887,0.638449,446.094208,0.856061,0.506692,1.970149,0.888303,0.726273,0.704805,1
4_g_2,41039,2451,0.315804,78.517189,0.085846,53.57407,3.491251,35.655869,1.18043,0.458734,62.463127,0.813631,84639,5544,0.308723,94.535011,0.034605,67.734268,46.488033,62.496548,1.299473,0.424271,367.740906,0.787229,0.319738,1.706825,0.339787,0.484871,0.4421,2
4_g_3,23277,3291,0.2259,75.024353,0.027007,45.647766,3.897575,19.902269,1.015101,0.523072,89.815742,0.847457,56107,6303,0.308574,96.408859,0.017747,74.109337,59.658787,71.559837,1.499722,0.364748,657.548279,0.747374,0.271759,2.808021,0.847698,0.414868,0.522132,3
4_g_5,22263,3963,0.207825,76.573395,0.017813,45.097183,4.537114,21.268883,1.017313,0.540026,102.598793,0.840604,58875,5583,0.311152,99.050903,0.023736,83.255409,57.679131,77.714485,1.743654,0.314909,604.370911,0.703576,0.259264,3.375639,0.682917,0.37814,0.709833,3
4_g_5_1,22618,3132,0.247321,69.528877,0.028975,39.580795,4.816937,21.3445,0.983934,0.559286,66.337204,0.841915,59266,9093,0.278936,97.142677,0.009007,78.48185,65.948158,72.889168,1.528766,0.342305,788.748352,0.759654,0.247787,2.584158,0.097924,0.381635,0.344441,3
4_g_7,22502,3447,0.234895,71.877899,0.023798,40.750301,3.427945,22.21497,0.965397,0.561477,85.738205,0.845567,63688,7536,0.313529,99.933098,0.014092,89.144691,71.08683,85.566177,1.712206,0.288702,737.13739,0.720539,0.245422,2.834704,0.686695,0.353316,0.457404,3
4_g_9,20350,2877,0.271518,73.971451,0.030895,42.261417,6.246161,20.341438,0.997659,0.558644,68.388657,0.835919,59504,7929,0.296775,100.385559,0.011894,94.211174,77.901253,89.375473,1.757983,0.259655,753.248413,0.713064,0.248001,2.501739,0.652091,0.341994,0.362845,3
4_g_12,21267,3033,0.209957,71.267525,0.029052,40.400555,4.742521,21.65097,0.980296,0.562901,66.815506,0.835355,54514,11328,0.274467,97.115097,0.005338,75.622192,61.334316,71.03669,1.488286,0.357079,1088.849487,0.758764,0.245464,2.574703,0.785089,0.39012,0.267744,3
4_g_13_1,18919,2175,0.241529,70.250893,0.050256,41.045132,5.388949,24.054602,1.007196,0.546012,61.794624,0.837153,45826,8382,0.287287,97.43663,0.008196,73.340843,60.854755,67.038895,1.357759,0.3818,974.675049,0.782964,0.257031,1.995413,0.31387,0.412844,0.259485,3
4_g_14,24842,3738,0.207822,74.442871,0.022342,45.012878,4.029848,24.627441,1.055267,0.525206,85.533295,0.828858,62748,8856,0.295486,98.623619,0.010054,81.256973,63.816235,77.099388,1.595652,0.327574,813.22522,0.73088,0.270221,3.074013,0.751055,0.395901,0.422087,3
4_g_15,19416,2754,0.23263,74.19487,0.032169,44.418327,3.29804,20.304819,0.992717,0.532403,76.831604,0.849257,46224,5067,0.309789,95.800812,0.022624,71.340439,55.282745,67.82122,1.459924,0.384838,661.175171,0.757437,0.265398,2.545286,0.535788,0.420042,0.543517,3
4_g_15_1,19871,2622,0.254756,74.300766,0.036322,47.04744,4.245246,20.995804,1.086863,0.498303,72.535805,0.821174,45502,7650,0.285664,96.191185,0.009771,72.693115,58.863457,68.178062,1.467434,0.3724,959.522583,0.755546,0.288462,2.497143,0.232889,0.436706,0.342745,3
4_g_16,21839,2898,0.304181,70.114037,0.032677,37.952801,3.615876,17.489914,0.89438,0.588628,66.842636,0.857475,56832,9780,0.283432,95.619751,0.007467,71.268318,58.669399,67.307129,1.401542,0.382062,901.160339,0.769774,0.22825,2.340872,0.293291,0.384273,0.296319,3
4_g_17,20113,2643,0.294774,72.076286,0.036182,41.597042,3.406545,19.968727,0.955115,0.553124,60.077068,0.854427,47968,9447,0.284073,95.715088,0.006754,69.303635,58.685955,65.14138,1.35656,0.400521,1105.917847,0.779157,0.252201,2.338938,0.122458,0.4193,0.279771,3
4_g_21,22099,2430,0.259808,71.798172,0.047029,39.864494,2.745944,18.955017,0.878432,0.575351,48.118668,0.868385,56589,9255,0.280024,97.753929,0.008302,73.79776,61.464283,69.818275,1.443922,0.376682,896.199158,0.764659,0.237928,1.991803,0.413967,0.390518,0.262561,3
4_g_21_1,22750,3579,0.272478,69.055687,0.022319,37.595932,3.113576,17.74571,0.877296,0.584706,80.846756,0.866921,67518,6933,0.308116,98.327133,0.017652,87.532227,63.024094,83.354836,1.805213,0.284657,632.946472,0.692577,0.230702,2.827014,0.186977,0.336947,0.516227,3
4_g_22,18913,2364,0.229624,67.070358,0.042528,36.031227,2.966176,17.452862,0.878349,0.592162,57.510574,0.859352,54593,10656,0.278252,99.410294,0.006042,85.025002,73.49485,81.962608,1.546165,0.307239,1163.051147,0.748372,0.226449,2.044983,0.311062,0.346436,0.221847,3
4_g_25,23007,3180,0.230751,72.710182,0.02859,38.979309,3.36016,18.206949,0.872469,0.595264,67.415947,0.868691,67434,8967,0.302767,100.415489,0.010539,85.95755,69.667,82.326706,1.649801,0.306313,807.306213,0.738202,0.224218,2.480499,0.647616,0.341178,0.354634,3
4_g_26,25438,2928,0.24877,70.555481,0.037286,39.371098,2.568364,21.396914,0.901282,0.572779,60.563133,0.868825,70519,10191,0.299814,99.079094,0.008533,84.24173,67.772041,79.563408,1.650738,0.314123,910.553894,0.721764,0.23957,2.24196,0.326182,0.360725,0.287312,3
4_g_29,22733,2544,0.262276,71.603821,0.04414,42.504051,2.093736,19.7777,0.939552,0.537883,54.73542,0.864082,62844,8478,0.304995,99.796104,0.010987,91.599045,78.084724,87.193298,1.662905,0.273235,824.271484,0.731038,0.262685,2.155932,0.841729,0.361737,0.300071,3
4_g_30,21933,2895,0.301671,73.013519,0.032886,43.459831,2.749501,19.301912,0.959618,0.534933,73.31913,0.857999,61215,8283,0.297072,98.515427,0.011212,91.873924,77.228294,87.770287,1.696498,0.263501,829.252136,0.721112,0.263535,2.508666,0.331141,0.358295,0.349511,3
4_g_30_2,21108,3237,0.244348,73.848793,0.025315,44.092171,4.284311,21.808147,1.033686,0.53161,89.717239,0.834539,53049,7461,0.303586,97.743637,0.011975,78.444901,65.37941,75.275002,1.544726,0.339138,903.997925,0.753081,0.265096,2.864602,0.484874,0.397896,0.433856,3
4_g_31,21832,2955,0.265625,74.965973,0.031419,45.800186,2.830198,23.214037,0.991003,0.519676,97.96402,0.849559,55441,6771,0.303514,100.781258,0.015196,85.229553,68.485054,81.069016,1.584375,0.317858,806.97168,0.741139,0.27381,2.615044,0.36475,0.393788,0.43642,3
4_g_32,23260,3000,0.263952,72.309753,0.032477,43.040089,5.198138,25.863838,1.04596,0.534881,75.076103,0.832592,56895,9621,0.289595,97.312256,0.007724,75.711823,60.237156,71.181976,1.478353,0.36274,869.85083,0.762004,0.264366,2.525253,0.155114,0.408823,0.311818,3
4_g_33,20798,2391,0.272789,76.762405,0.045716,49.35635,2.983232,22.799522,1.03113,0.492218,71.219818,0.851025,50740,6444,0.299807,99.563919,0.015355,84.210335,68.742683,80.396843,1.579205,0.316394,801.776672,0.738744,0.294044,2.24718,0.310402,0.409894,0.371043,3
4_g_33_1,23077,3192,0.256659,75.04184,0.028462,46.313805,4.655486,22.74894,1.088101,0.513811,82.013161,0.81571,55808,8448,0.283137,97.789734,0.009826,77.420647,60.937859,73.622292,1.575384,0.347781,879.341492,0.731278,0.278345,2.770833,0.158183,0.413507,0.377841,3
4_g_34,22267,3705,0.253279,72.932381,0.020384,42.741524,4.683605,21.869324,1.034231,0.540633,124.321404,0.831676,56815,8202,0.29866,98.728386,0.010613,79.471977,60.231377,75.230522,1.631346,0.337841,952.082397,0.72027,0.25851,3.155877,0.211449,0.391921,0.451719,3
4_g_36_1,22000,3399,0.228353,77.661186,0.023929,51.935081,3.88441,21.512268,1.126375,0.466713,99.28463,0.8266,48464,6027,0.30168,95.568657,0.016766,72.227448,56.688313,68.765114,1.495624,0.374836,684.838928,0.752098,0.310954,3.188555,0.45596,0.453945,0.563962,3
4_g_37,22813,2634,0.248817,69.574745,0.04132,42.743202,5.223004,22.416197,1.079885,0.516408,75.74321,0.823072,50446,7521,0.292843,92.175323,0.011207,64.341988,52.335342,61.285297,1.32521,0.421358,725.413147,0.788998,0.276911,2.290435,0.478716,0.452226,0.350219,3
4_g_38,24822,3906,0.23574,75.123169,0.020445,47.388626,3.514679,23.255501,1.059025,0.501137,98.552177,0.845404,59964,5076,0.317668,96.623573,0.029245,78.556534,59.496464,75.276199,1.569,0.339324,534.710388,0.736765,0.286893,3.315789,0.663365,0.413948,0.769504,3
4_g_39,22811,3444,0.235109,68.67363,0.024167,35.629372,3.774765,17.869341,0.869798,0.611247,76.560684,0.863291,64628,8196,0.295774,98.068962,0.01209,77.254944,59.976719,73.540581,1.563918,0.353792,687.849243,0.738039,0.214067,2.63706,0.371763,0.352958,0.420205,3
4_g_40_1,21338,3201,0.257202,75.391396,0.026169,45.653423,4.565917,20.859123,1.024228,0.524041,103.11618,0.846897,54194,3666,0.318101,99.653946,0.050673,82.388458,56.370361,77.515884,1.665537,0.327401,501.475281,0.716879,0.270959,2.832743,0.372321,0.393734,0.873159,3
4_g_41,25811,2544,0.266598,67.270988,0.050116,36.820061,2.152726,19.152206,0.87382,0.579849,54.582863,0.875806,75649,5727,0.313648,98.04998,0.028984,89.24292,66.786522,84.9254,1.701123,0.284821,438.816833,0.717649,0.235541,1.907046,0.212024,0.341194,0.444212,3
4_g_42,21552,2871,0.248109,73.024971,0.032857,45.389252,1.235802,21.253405,0.935366,0.510801,38.670399,0.870046,60540,7056,0.299264,98.263741,0.01528,98.181946,72.272018,91.288528,2.009516,0.22925,670.056152,0.654795,0.28079,2.581835,0.577062,0.355996,0.406888,3
4_g_43,21214,2772,0.222656,74.176186,0.034693,42.28867,1.527375,17.07984,0.845532,0.561998,28.542694,0.876858,56590,9705,0.284133,97.646851,0.00755,80.480286,65.789696,71.818344,1.608398,0.329058,924.827209,0.745851,0.246285,2.361158,0.674524,0.374872,0.285626,3
4_g_44,18056,3456,0.279808,65.32045,0.018997,33.706848,1.82795,15.242693,0.798963,0.612236,45.52916,0.87596,64905,7860,0.290859,96.536049,0.013202,104.368919,82.291458,95.444748,2.047848,0.189928,698.375916,0.663604,0.211776,2.958904,0.322548,0.278191,0.439695,3
4_g_45_1,22435,2658,0.251373,88.592636,0.039905,51.250313,1.119802,30.070482,0.904246,0.553612,66.297226,0.872065,65453,8283,0.300052,114.791328,0.011988,110.277695,92.902885,102.85141,1.63701,0.254281,969.893433,0.758853,0.251875,2.226131,0.550387,0.342765,0.320898,3
4_g_48,20815,3819,0.264207,95.571091,0.017934,59.687824,0.579207,26.969995,1.001902,0.506555,67.243973,0.854694,52558,3993,0.316966,114.776985,0.041424,98.579643,52.132778,89.820602,1.857743,0.311377,610.597107,0.67598,0.281588,3.51011,0.863886,0.396039,0.956424,3
4_g_50,17266,3012,0.229406,94.059799,0.023916,68.721802,0.718196,25.807878,1.135813,0.412648,56.707916,0.829171,36616,2397,0.326355,106.418213,0.080084,84.259377,41.085999,73.131912,1.743849,0.354714,449.983429,0.701051,0.349542,3.38427,0.439915,0.471543,1.256571,3
4_g_51,12536,2469,0.247507,89.513977,0.025842,58.079166,0.672188,21.290436,0.970082,0.482365,45.446621,0.851335,30422,2229,0.325585,107.608215,0.076944,90.855644,47.185406,76.238541,1.854074,0.314398,498.464203,0.683117,0.297485,3.00365,0.441254,0.41207,1.107672,3
5_g_12,30658,3684,0.258279,100.955894,0.028387,63.281944,1.493808,41.455589,0.979822,0.508319,90.043457,0.862012,78850,4833,0.306201,114.99707,0.042421,102.570206,50.473656,84.534782,1.798924,0.297571,452.574127,0.68759,0.282489,2.795144,0.131528,0.388814,0.762259,0
5_g_26,23977,4335,0.257543,100.852852,0.016033,66.129143,1.453707,33.577816,1.075507,0.477839,97.178947,0.838378,55982,4233,0.302677,111.822762,0.039261,91.331009,37.752827,67.94458,1.720514,0.341134,484.350586,0.699166,0.301128,3.836283,0.729595,0.428298,1.024096,0
5_g_45,22454,2925,0.30213,97.35331,0.03298,62.557102,1.240133,31.943443,1.004257,0.492862,61.382717,0.852419,53683,2799,0.32439,108.880249,0.086107,89.821312,38.170582,68.595802,1.687223,0.340779,270.706604,0.709488,0.292675,2.639892,0.236402,0.41827,1.045016,0
5_g_56,20983,3090,0.228491,95.546822,0.027616,56.737492,0.505887,27.44692,0.886208,0.53809,39.371922,0.876026,51835,2604,0.324257,109.640213,0.096062,86.346291,33.440548,63.51873,1.652826,0.36783,276.062714,0.714808,0.261138,2.724868,0.205842,0.404804,1.186636,0
5_g_79,21266,2724,0.316586,97.215851,0.036015,58.98027,0.510556,29.227798,0.908545,0.526663,38.073109,0.870918,54600,3237,0.320829,112.71492,0.065481,96.22567,41.986721,71.036179,1.827618,0.321831,331.361237,0.683371,0.26949,2.423488,0.591956,0.389487,0.84152,0
5_g_151,23321,2898,0.230481,101.8787,0.034895,68.564743,0.581192,36.616917,1.024827,0.46652,39.796772,0.854837,54160,2874,0.327006,111.546272,0.082398,93.247681,38.094013,68.523567,1.761947,0.333237,338.624786,0.692408,0.312145,2.648994,0.553715,0.430595,1.008351,0
5_g_160_1,23464,2235,0.296364,96.552368,0.059028,52.972889,0.402948,34.370338,0.805283,0.585329,34.629253,0.887834,70545,5463,0.319684,116.873932,0.029704,108.635391,52.292046,85.56662,1.941522,0.276221,586.416809,0.662225,0.231661,1.754317,0.31056,0.33261,0.409116,0
5_g_170,21887,3489,0.222334,98.076126,0.022594,60.052807,0.590903,32.325615,0.909634,0.520608,45.372311,0.869333,54616,2961,0.324608,110.762833,0.07828,91.859482,37.18586,67.436676,1.74266,0.337617,332.136932,0.699625,0.273035,3.07672,0.570074,0.400743,1.178318,0
5_g_8,25729,1584,0.329631,107.816124,0.128861,101.170395,3.109431,61.433762,1.509578,0.276778,136.813828,0.764606,38251,2340,0.322761,99.504852,0.087785,53.881001,37.756664,49.735462,0.989906,0.580755,616.09845,0.835428,0.469885,1.692308,0.954404,0.672636,0.676923,1
5_g_15,33438,1941,0.322456,109.754745,0.111532,129.391647,3.346862,83.410881,1.75708,0.170978,158.865524,0.727531,41679,2526,0.324922,84.368011,0.082084,34.616684,23.987116,32.250751,0.684268,0.717167,561.878662,0.887254,0.58295,2.026096,0.760126,0.802275,0.768409,1
5_g_22,22490,1680,0.320056,100.891045,0.100134,98.186211,2.844345,52.248501,1.538179,0.255764,117.733971,0.771102,32962,2655,0.319186,98.254211,0.058762,52.706699,32.572575,43.417114,1.057052,0.577831,774.856506,0.820271,0.489126,1.958042,0.650952,0.682301,0.632768,1
5_g_32,18747,1398,0.324927,103.575714,0.120539,108.353424,2.815572,52.039433,1.568465,0.221388,117.712128,0.751437,25486,1779,0.318702,91.797516,0.101195,43.899117,26.050413,36.759922,0.906585,0.640907,649.471252,0.843167,0.525052,1.849206,0.786615,0.73558,0.785835,1
5_g_39,24123,1542,0.328795,109.245369,0.127489,111.605682,2.017902,64.108582,1.542392,0.234006,123.749252,0.756106,35024,1995,0.326126,100.423729,0.110583,54.610481,36.970268,51.395359,0.999055,0.578377,531.259033,0.833235,0.512285,1.776498,0.847472,0.688756,0.772932,1
5_g_54,19505,1701,0.3205,105.332237,0.084712,94.3862,1.520072,49.514339,1.403003,0.299242,77.700478,0.776315,29448,2202,0.315333,99.818802,0.076319,54.154915,26.564116,44.556847,1.102129,0.577607,666.210938,0.808912,0.447188,2.034689,0.694345,0.662354,0.77248,1
5_g_63,22434,1521,0.32645,109.642181,0.121859,109.227097,1.159514,58.976604,1.492606,0.24628,62.931702,0.772892,31064,1920,0.319618,94.448128,0.105892,45.827473,26.599688,41.143429,0.918599,0.637653,544.677368,0.845562,0.499866,1.793632,0.718031,0.722186,0.792188,1
5_g_70,23412,1584,0.32772,103.966431,0.117257,94.596138,1.307146,49.086601,1.386719,0.293055,60.280754,0.784558,38986,2307,0.324916,108.201241,0.09205,70.930267,36.715954,59.918777,1.355977,0.474062,528.813477,0.76779,0.454487,1.744493,0.781873,0.600523,0.686606,1
5_g_76,19982,1440,0.324942,105.899841,0.121094,103.121834,1.203197,42.795094,1.419471,0.257976,47.805439,0.782015,27935,2130,0.323299,93.355225,0.077375,45.747311,24.709869,33.726685,0.951702,0.632152,581.594543,0.83762,0.488366,1.777778,0.766577,0.715303,0.676056,1
5_g_84,17928,1356,0.326718,106.49688,0.122524,99.332359,1.341975,46.684498,1.39124,0.278871,62.867352,0.790688,26077,1887,0.325008,97.246338,0.092029,50.242287,28.464643,41.869514,1.014748,0.604253,605.155029,0.828011,0.467118,1.729592,0.959983,0.687502,0.718601,1
5_g_86,17916,1437,0.324936,104.832207,0.109028,89.701782,1.319243,43.698067,1.274783,0.326495,61.835415,0.802919,26146,1986,0.322492,93.203766,0.083302,45.587929,25.253031,36.315052,0.955184,0.631434,612.721252,0.841295,0.424268,1.748175,0.569053,0.685229,0.723565,1
5_g_87_1,25842,1764,0.32392,111.415688,0.104361,112.206032,1.39088,64.761604,1.521304,0.240716,67.186699,0.758182,39970,2490,0.318862,107.557999,0.081011,66.227364,38.73444,56.012459,1.251458,0.510876,576.728394,0.78995,0.504677,1.942731,0.815281,0.646535,0.708434,1
5_g_97,23403,1722,0.325598,104.016251,0.099178,91.399979,1.365234,53.66428,1.357903,0.311298,69.811417,0.798374,37834,2436,0.310517,104.36219,0.080119,63.02327,41.704243,56.992767,1.183559,0.51816,610.937988,0.804651,0.437439,1.855603,0.691365,0.618571,0.706897,1
5_g_99,20475,1542,0.326336,107.600594,0.108209,104.069214,1.169762,60.237362,1.442847,0.260581,75.651131,0.78467,29598,2166,0.311338,97.933731,0.079278,51.359776,31.48567,44.981075,1.011768,0.597549,654.709717,0.825991,0.484983,1.875912,0.648315,0.69177,0.711911,1
5_g_103,20982,1542,0.319901,105.675224,0.110889,111.779396,1.236843,52.569698,1.545527,0.217272,66.069,0.757093,27603,1854,0.319901,87.193741,0.100913,38.936741,20.698586,32.986263,0.83321,0.676971,564.834229,0.857829,0.529848,1.9275,0.671744,0.760135,0.831715,1
5_g_118,21130,1503,0.326231,108.357162,0.117542,105.262047,1.254322,55.173298,1.458506,0.258224,60.237316,0.77628,27906,1851,0.320438,86.236382,0.102352,36.950371,21.665852,30.520424,0.785175,0.695027,572.097229,0.867215,0.487068,1.802158,0.736964,0.757185,0.811994,1
5_g_122,21534,2721,0.317021,103.287712,0.036549,102.122719,3.036246,63.138447,1.61128,0.24522,124.880653,0.729037,32859,2334,0.316936,102.049774,0.075799,60.433369,32.876316,49.720921,1.225029,0.525035,673.690491,0.791096,0.495889,3.254785,0.685674,0.655346,1.16581,1
5_g_134,24093,1593,0.327142,108.934326,0.119308,90.291153,0.972851,54.646133,1.271669,0.346131,49.812962,0.813925,38282,2106,0.322068,102.588493,0.108465,57.49342,39.39204,51.904667,1.030727,0.565555,452.98288,0.836316,0.408045,1.638889,0.798442,0.629356,0.75641,1
